,sofifa_id,age,height_cm,weight_kg,league_rank,overall,potential,value_eur,wage_eur,international_reputation,weak_foot,skill_moves,release_clause_eur,team_jersey_number,contract_valid_until,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
movement_agility,-0.0626902649500733,-0.008175483842262634,-0.6128858395307655,-0.5290899338740844,-0.016099232028260933,0.2798886492554184,0.23669697468344703,0.20020335252303084,0.1663200360586985,0.08815547354351772,0.30696616933923326,0.6885667933456043,0.1985163386784177,-0.029810516691437656,0.054331053175267374,0.11665022455341366,0.7123750792302116,0.4981844726273031,0.5255506950973844,0.7265385532899368,-0.24339486627791684,-0.2212552924609716,0.3995883062751548,0.36061321622958914,0.35000682046675546,0.4059965572900558,0.6126478881413339,0.3683003208190735,0.7168272052345463,0.6567210687187796,0.28562981600348036,0.625280625934616,0.6374089035601929,0.773698789879146,0.7005620227107817,0.6139290391734283,0.5410447399916036,0.7147347574191429,0.8257775141783767,0.7716234766405297,1.0,0.2831599204028687,0.7725363309089378,0.44784671896060363,0.18087009686636477,0.5772724313902493,-0.20630243540429086,0.6641972091700575,0.2745225892950715,0.17090439204432162,0.7215599162282961,0.6031032693066113,0.5780932639671835,0.4918203646613389,,0.16826433004906635,0.15322203694342254,-0.5445650262911567,-0.5449438908334786,-0.5434358646591403,-0.5416256752047942,-0.5449617022806075
movement_reactions,-0.47159106731408607,0.45641632206808047,-0.001272579732766326,0.10406230192160128,-0.19668689583086066,0.8672338024656486,0.5129258133590001,0.5580710917045671,0.5127408693613659,0.40375025454238417,0.21447471167270998,0.36827046756340137,0.5552000675971921,-0.16672483200606478,0.10758095296672039,-0.051586951682356365,0.11214450899919286,0.4694458237887359,0.6531508308152644,0.5761599278500135,0.3349002369550263,0.489143527329195,0.7812998307142612,0.7478396430097047,0.6568223137277992,0.7843046906321154,0.5060840387295326,0.7777193971881121,0.3903490075864092,0.349849860795743,0.3538568595442695,0.5060564361403845,0.3982458057547698,0.38316086322807524,0.4190327705940918,0.3947943212856388,0.48150898347241555,0.45190560001386626,0.19521157861963884,0.19643244091388476,0.2831599204028687,1.0,0.15534237771351495,0.5228924417882228,0.28256693786630355,0.39825091008861135,0.3284866578891819,0.4312900888602578,0.424048239517391,0.34364237305940787,0.3968245169047934,0.5195309071447266,0.35437498215828805,0.6889777401824319,,0.2705856543943999,0.23990378665998627,-0.06245019187416912,-0.062440688258886816,-0.06569097973976405,-0.054145015214473624,-0.059819654922335895
movement_balance,0.01824020732724265,-0.07523994213847336,-0.7651729567757782,-0.6516199753720013,-0.00860462455615428,0.12834894497302576,0.15521517560791137,0.12954084265932445,0.10587733906937921,0.05121173037140168,0.25427481940917723,0.5901030830259221,0.12840361871099074,0.006498180653395518,0.05595428161016235,0.10738605638238213,0.5364442682959497,0.32703680446542,0.40008625877559534,0.5515896540853586,-0.19468494315734775,-0.37571616610790964,0.1475735081219483,0.11150337303910825,0.14730091897916278,0.14256469753944392,0.46123276555429266,0.13131623963051317,0.6371279833973014,0.5414138088859081,0.2000675861507048,0.5476844666041042,0.5284869422597792,0.6714136967692811,0.6055149108194244,0.5398916641104178,0.47804019789737545,0.6162487800351317,0.7158871162782517,0.6455607038304669,0.7725363309089378,0.15534237771351495,1.0,0.321954395690503,0.14831380532275876,0.4893743079326513,-0.3619864542745518,0.5525513184998058,0.2189796600613107,0.17835359956906321,0.6142163848006205,0.5000850694143089,0.4977354033781819,0.36691736664677044,,0.189132998476463,0.1836930675806305,-0.5207282710294989,-0.521553816489544,-0.5182406786148457,-0.5186406332363404,-0.5204375307852521
power_shot_power,-0.31961657581696395,0.26795589777791007,-0.15818075349400593,-0.04431939661492026,-0.11380867264293543,0.5583724802654952,0.33630888278615517,0.3542124844116801,0.3340184461033615,0.27839946725815107,0.3188077434973111,0.5640858122411694,0.3490397348572645,-0.05517143280413358,0.0523992247260005,0.10919280720621544,0.22837959021828874,0.8584891044659169,0.6539256519235584,0.6637592718445763,-0.14985961681275806,0.21421861819251434,0.7462507483454002,0.7641950265617201,0.9987862889887817,0.7377382898953363,0.4245770804632231,0.7629015206616507,0.5275642004648553,0.7233102233144236,0.3587630108989075,0.5718436914850235,0.742692862273032,0.6111865599187669,0.6801357491878551,0.6537127375874003,0.5281855261643156,0.6054940039274124,0.358817712936905,0.35735549163873565,0.44784671896060363,0.5228924417882228,0.321954395690503,1.0,0.12613934247801492,0.3904449059709875,0.17397931074404777,0.7953239254793201,0.3084839203779708,0.04802995451541626,0.6580551800926329,0.6769191209734999,0.6748460817043085,0.6301954914066692,,0.01810559620670157,-0.014566933100341857,-0.2708719822709958,-0.2708026316326548,-0.2613202273267637,-0.2657912136993802,-0.2697588887916514
power_jumping,-0.2057969575566236,0.20254061178448013,-0.002794869393269252,0.06675865689532644,-0.011494215223226521,0.28243964328981774,0.11371069733822835,0.1412397062532333,0.14392415107503667,0.1118263261741036,0.07130724658713547,0.09611718014707303,0.13567447287896175,-0.10583774666648994,-0.008524768213671563,-0.08683418650250531,0.035745513605117726,-0.03075734538556827,-0.012234977995412646,-0.0190450114975733,0.2541679569144526,0.4738920750138693,0.38228072578053507,0.35305513115317716,0.32431405798916213,0.38432192435426515,0.49701881273665605,0.3604993529142998,0.1258474604764368,0.09676322068151465,0.4258066934711387,0.21854800244680572,0.12618817376030392,0.1427273619059188,0.10547083582071053,0.07399856903390546,0.16918541247881833,0.20459686769321064,0.1914447980636149,0.21180972122898478,0.18087009686636477,0.28256693786630355,0.14831380532275876,0.12613934247801492,1.0,0.35665405553212864,0.34926335878001213,0.1314990991689559,0.4006491563758548,0.31079551877100126,0.13931070133129866,0.051536267004295845,0.13897584073843824,0.2735204431859649,,0.27852392462173226,0.2785231057962156,-0.19069029214989863,-0.19031080976869383,-0.1919478211430492,-0.18557841011619683,-0.19069039854666664
power_stamina,-0.10301029370229664,0.12120604057169868,-0.28320731609486577,-0.2165996028230262,-0.014563034319017927,0.381869261986144,0.20866990654550058,0.22647745394587823,0.1961672108972566,0.07189465619660139,0.23477014661671428,0.5566318042282768,0.22185306081783324,-0.1204214052809633,0.05319371236989795,0.01800971055912954,0.26806651751060045,0.209358054973242,0.41599788162761536,0.3474299408539387,0.3660940910305834,0.5958353436486482,0.3774361617782661,0.34360408657937547,0.35434119145034304,0.3712432037368286,0.5396189798023542,0.3758707094414917,0.6781166640300027,0.5275300175137322,0.6421404699425755,0.7346903619408661,0.5344510938750515,0.6972776525625657,0.6018628534118684,0.5458231550485658,0.6519499783538607,0.7404720119829236,0.6100784216588819,0.6168657322183068,0.5772724313902493,0.39825091008861135,0.4893743079326513,0.3904449059709875,0.35665405553212864,1.0,0.27727956212372756,0.6041938021691781,0.6632299076172287,0.595883963124994,0.656574072104312,0.4799343276466246,0.52923523958306,0.5717367314767627,,0.5884510241665797,0.5631714031576825,-0.6937062221897292,-0.6924684368795684,-0.6904427963171513,-0.6888498254472846,-0.6942400279998319
power_strength,-0.2983103452134955,0.3509081498208073,0.5293853470369054,0.6133074770080371,-0.018647264635900135,0.35804889883378604,0.06566710718665292,0.14513713335021444,0.15056704621346587,0.12500520735978693,0.007326930166755775,-0.031528159418357675,0.13958509779311057,-0.1559746227768182,-0.02767467606607218,-0.12417237829449412,-0.3172696989727954,-0.033795558828967676,-0.04188247483657246,-0.18070351439676902,0.36495422770783736,0.8922284150111347,0.36971940164152334,0.3502994057440245,0.3203252208650442,0.37611927894784136,0.3139648364284257,0.3678621129529888,-0.015982789270221755,0.02208069788201563,0.49714994019920405,0.17158756661305194,0.05899596281506723,0.0025576782523295113,-0.01387705040096541,-0.0013431407046034323,0.1407087888153278,0.11736870050260566,-0.1490153168294084,-0.06363185399146283,-0.20630243540429086,0.3284866578891819,-0.3619864542745518,0.17397931074404777,0.34926335878001213,0.27727956212372756,1.0,0.07205916966211402,0.4737221263300513,0.34626253313548017,0.03364695142592719,-0.02161327098388618,0.08932011827364798,0.2953376543346002,,0.31310646548565135,0.28829021815293593,-0.10740331471429927,-0.10753430900622306,-0.10897170360623067,-0.1006778307346384,-0.10711032422083713
power_long_shots,-0.19344012802708863,0.15609850997637578,-0.37930018244653885,-0.27580694995889443,-0.0801438721718516,0.4075253514160972,0.2433906856851229,0.2688489040171417,0.2509510132511162,0.19806296006903573,0.366295435276332,0.7453812288660951,0.26563250371353914,-0.03517365951545566,0.05736946724259421,0.14192255172861817,0.2995468036716526,0.9258736053373361,0.710328560562735,0.7514640381404286,-0.2451145836683344,0.06791582628280741,0.3971234691385034,0.35122929804994796,0.3586402085261429,0.3889229947139979,0.5204529298114442,0.4018944695272939,0.7463396114964994,0.8934316137906156,0.5164519275588633,0.764564373594717,0.8767355198684702,0.8505289264526995,0.8405242048063026,0.8090304771129861,0.6694471797647016,0.833385513663481,0.5922699960828975,0.5719072010782827,0.6641972091700575,0.4312900888602578,0.5525513184998058,0.7953239254793201,0.1314990991689559,0.6041938021691781,0.07205916966211402,1.0,0.4081635407305103,0.19587229228615127,0.878458362661875,0.7571161799383372,0.8223847236440327,0.657092427045513,,0.18126637759571232,0.14202363230432669,-0.6135052630013372,-0.6127374086358667,-0.6080566822742851,-0.6076056046114751,-0.6120937272053614
mentality_aggression,-0.24404767033816055,0.2480750551800074,-0.0449841891409052,0.026546038629221176,-0.0609789992004371,0.40191976694795595,0.1901174158299736,0.20489048580626884,0.21604831820950063,0.166537523202349,0.13587262249042464,0.3534667987965601,0.20171906028045491,-0.11388069994554459,0.003931055098749855,-0.08171530856563979,-0.18977689274788373,-0.056549940766044,0.24654538495682501,0.040468308634999735,0.6698882938100112,0.7659156593289203,0.2445298372371428,0.2713437274070011,0.25512208686805266,0.2646671182576101,0.25863217328609567,0.28024323035011367,0.4882787296353805,0.27831242027223396,0.7081689190785394,0.6410900285527299,0.34816172613965074,0.4806932355556807,0.42279824499893415,0.40741390267533006,0.6066650897023477,0.5815374333288589,0.28244171087965436,0.3086407302275472,0.2745225892950715,0.424048239517391,0.2189796600613107,0.3084839203779708,0.4006491563758548,0.6632299076172287,0.4737221263300513,0.4081635407305103,1.0,0.752063818099965,0.41809029021971594,0.30866493474446915,0.35903080078121113,0.5613724636219358,,0.7439528143700308,0.7242864845883152,-0.5820045063900106,-0.580633166279878,-0.5803120718187252,-0.5768786103672685,-0.5823775981760401
mentality_interceptions,-0.17568726498733783,0.1871734436425919,-0.05881886177963296,-0.03532141549949685,-0.05666289122376144,0.32016165632622334,0.15878800753354033,0.15788550342017565,0.16851391485590916,0.11970071369799605,0.04402613270632837,0.20439893976403326,0.1571477393461292,-0.12335287518836668,0.015584949697044055,-0.14742108054961878,-0.2671447683844092,-0.37056915487387326,0.20031563520841902,-0.11253437661186225,0.9646940611596659,0.5296237595330618,0.4007318111443652,0.39548545843697913,0.38011988496045446,0.4034763156158416,0.5331811105081052,0.43135569976518584,0.4350915291938778,0.004685373411276762,0.5517175494616506,0.5618311618440148,0.09118381233155086,0.32189615225563867,0.2839056466947484,0.2974110426112792,0.6024733443382679,0.4394975377628887,0.1783862088836071,0.18755221496832117,0.17090439204432162,0.34364237305940787,0.17835359956906321,0.04802995451541626,0.31079551877100126,0.595883963124994,0.34626253313548017,0.19587229228615127,0.752063818099965,1.0,0.19717678012598483,0.18235098415366954,0.11455975882089524,0.415906408681557,,0.9475835128249487,0.9358940270329317,-0.4898235922181123,-0.48889244426694384,-0.48930860511644303,-0.48614857911038745,-0.4906108076823415
mentality_positioning,-0.126542148685649,0.0964305951155844,-0.43797316953535664,-0.34766093399336334,-0.07526807499116116,0.3542387372349585,0.22967564546710303,0.2538305857963244,0.23488863225428433,0.17007723672206476,0.35295585278990577,0.7727832571840698,0.2514550604994817,-0.025744899539242843,0.06572230915203416,0.1262647615938654,0.4398929218045363,0.8594075416715589,0.6692399833824734,0.804650220648769,-0.3373032610677339,0.0006351357440110914,0.36258472921255436,0.34773727627252526,0.36216494840025054,0.3525921248523419,0.524096547319659,0.39469837940418956,0.7981342696664044,0.8992530924682536,0.5526157405670094,0.7709348710505888,0.8602641201484925,0.9079711427244164,0.8267837737653193,0.7429541251033872,0.6298690511391948,0.869869428950474,0.6947948288706591,0.6773235763463586,0.7215599162282961,0.3968245169047934,0.6142163848006205,0.6580551800926329,0.13931070133129866,0.656574072104312,0.03364695142592719,0.878458362661875,0.41809029021971594,0.19717678012598483,1.0,0.736978278773809,0.8134212493492818,0.6329707693869341,,0.1917096730079492,0.1565644899718798,-0.6934159354983167,-0.6920379694076825,-0.6878176476140841,-0.6869505473099657,-0.6920454530273783
mentality_vision,-0.2541455548128721,0.19881000991832815,-0.3631375010038602,-0.27370703322530493,-0.1169905327738202,0.5090872339657417,0.33928500277101337,0.3664100831743209,0.3351781353472724,0.2716168617796089,0.34074905216146195,0.6527121201754815,0.3639142716643645,-0.06277038958618116,0.08017361809617513,0.10284312682001687,0.30194291562884223,0.7469767177491405,0.879085848636143,0.8053100250727284,-0.07173169247875129,0.04708818831231612,0.35135912870875635,0.3668649444692476,0.38921517568860653,0.3473680195136373,0.20254325724316963,0.38292892457687194,0.6783256396659263,0.7015841702422323,0.2688702209195498,0.6982588705257486,0.6932297584041704,0.7225182321107222,0.746226559185284,0.7129915745366333,0.6971595839929452,0.7000542401822929,0.4676564685009854,0.4330271478281569,0.6031032693066113,0.5195309071447266,0.5000850694143089,0.6769191209734999,0.051536267004295845,0.4799343276466246,-0.02161327098388618,0.7571161799383372,0.30866493474446915,0.18235098415366954,0.736978278773809,1.0,0.6266938516443836,0.6668589660145747,,0.1516529237378187,0.11783446748404415,-0.3581610891885339,-0.35490035479059284,-0.3515019493571433,-0.35091813316680864,-0.3574500529367705
mentality_penalties,-0.16959804857698843,0.13764662286267582,-0.32153110895859566,-0.2349663856985865,-0.060799644087537026,0.32819805790524315,0.19676913140635563,0.2228839441424761,0.22163614671535048,0.2030106153173192,0.34318709912840034,0.6902017769482997,0.22049111111527012,-0.029740190072995616,0.03435730514909745,0.09941940080100292,0.20492973258712258,0.7981717690967062,0.49779519433860403,0.5804672019518798,-0.3716157500019908,0.0014512776344675015,0.3238805190736983,0.28991583742604443,0.3043319058574836,0.3205289626143162,0.4252163443260663,0.3054715003568984,0.6547248888181352,0.8492920005253628,0.5704379280719907,0.6860640764165642,0.846056546208798,0.780318868653909,0.7578100059990628,0.7361707105989884,0.5485125655028369,0.7756236150908622,0.5471783573029613,0.536531300159078,0.5780932639671835,0.35437498215828805,0.4977354033781819,0.6748460817043085,0.13897584073843824,0.52923523958306,0.08932011827364798,0.8223847236440327,0.35903080078121113,0.11455975882089524,0.8134212493492818,0.6266938516443836,1.0,0.6011306838245486,,0.11411449986817236,0.07839533299384234,-0.6264516899437786,-0.6247799417397224,-0.6197018747059956,-0.621026599142159,-0.625137806630659
mentality_composure,-0.4143166473912917,0.3610392177159283,-0.1555090638272983,-0.056998516503000814,-0.1307997541755289,0.7052520615548579,0.4259532621426548,0.4470756056606551,0.42496933070114384,0.3586539361507714,0.3047447061426593,0.6001643572669023,0.4436320767754735,-0.13455825905903274,0.06571540462321189,-0.018410205070191178,0.1131817989885942,0.5516779886377204,0.7072336070238123,0.6215253835402377,0.23101630719731917,0.41241759121663063,0.5175932053851006,0.5322633985008235,0.4814250139730859,0.5284339151234688,0.42268096538236527,0.5470787987356565,0.6156713964931423,0.5838961183231758,0.5494889186110377,0.7340983229829102,0.6348986228836216,0.6571648165751915,0.6639151443701367,0.6205394327634638,0.6871838181326702,0.7189774632532228,0.40551951526834973,0.4022452909801405,0.4918203646613389,0.6889777401824319,0.36691736664677044,0.6301954914066692,0.2735204431859649,0.5717367314767627,0.2953376543346002,0.657092427045513,0.5613724636219358,0.415906408681557,0.6329707693869341,0.6668589660145747,0.6011306838245486,1.0,,0.38077188341991575,0.3461780451072333,-0.4266405097703492,-0.4237043069142115,-0.42247466734562533,-0.4165475052135554,-0.4252364330847156
defending_marking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defending_standing_tackle,-0.09743641143167046,0.10721466824140286,-0.07402910236856244,-0.060897515582027245,-0.04363710514176008,0.26032519220944805,0.15861892892035648,0.13171515828132718,0.14182337557128216,0.08592865202565467,0.033898764159600324,0.20769365502143503,0.13196402721167352,-0.10039833414370389,0.02409869595213204,-0.15077059773288867,-0.27404504814606884,-0.4335382158974479,0.14928526210910387,-0.16149643300627226,0.9763258739992235,0.48500059168617476,0.19621269546201742,0.1810488401723149,0.20448476130768511,0.18934248955590502,0.29210894227754575,0.196881727516445,0.44042064434403566,-8.493179311578236e-05,0.5634167235127915,0.5636725893128489,0.08384136196570474,0.3346677801267607,0.2803050338409167,0.2895624205185584,0.5975315335262879,0.4466590080515262,0.19454887647947763,0.2075610448044502,0.16826433004906635,0.2705856543943999,0.189132998476463,0.01810559620670157,0.27852392462173226,0.5884510241665797,0.31310646548565135,0.18126637759571232,0.7439528143700308,0.9475835128249487,0.1917096730079492,0.1516529237378187,0.11411449986817236,0.38077188341991575,,1.0,0.9758930203284073,-0.5357786260944613,-0.5356042037755899,-0.5358263192631658,-0.5331236195093,-0.5369342258030075
defending_sliding_tackle,-0.07944843046712834,0.09134431006862967,-0.08002254979600117,-0.07005524584797382,-0.04034381138403351,0.23239224962587116,0.14502821525724605,0.11167220333517713,0.12277768256526034,0.07115064086348989,0.016409595564083154,0.173611063081015,0.11246120962270767,-0.0905997444563643,0.023617864036312653,-0.16048420694901164,-0.26043897191945653,-0.4683050457765656,0.11955454575541473,-0.18346130147284875,0.9606183839753578,0.45162903743972505,0.16954607324902976,0.14599496044579346,0.17843331351957437,0.15751140974596126,0.3128102412093373,0.16428096038768877,0.42208507749772184,-0.0396358709546928,0.5387990202335755,0.531375789860791,0.046151508932949656,0.30704819867072164,0.25088369879253486,0.2578349907557967,0.573842665883333,0.413366337822698,0.18701222356881494,0.1998169723308134,0.15322203694342254,0.23990378665998627,0.1836930675806305,-0.014566933100341857,0.2785231057962156,0.5631714031576825,0.28829021815293593,0.14202363230432669,0.7242864845883152,0.9358940270329317,0.1565644899718798,0.11783446748404415,0.07839533299384234,0.3461780451072333,,0.9758930203284073,1.0,-0.5161334254206092,-0.5158909714959723,-0.5161420467518446,-0.5136062766919365,-0.517209089450218
goalkeeping_diving,-0.11008132642047784,0.11422906558242295,0.3646162592687519,0.3361933011119963,-0.01228386596752712,0.003128288032807991,-0.035176932798577205,-0.012058592145098017,-0.019757435979759992,0.007302971373135193,-0.21590340147642292,-0.6074644828073782,-0.011835615473758585,-0.0020794534145515777,-0.02256601958277669,-0.04235257477740551,-0.008925891812973045,0.023197072305535946,0.03702547214241505,0.01506144967249412,0.031728437165090106,0.04978725889748777,1.0,0.8491823977478834,0.7470263147663329,0.9187711568564194,0.4775593453891622,0.863065339624538,-0.6678440269116045,-0.5985806370635683,-0.7431556524550622,-0.7343370934878753,-0.5968591576007426,-0.7638021304193477,-0.6111884931694516,-0.557005664218716,-0.5880771614363928,-0.7965677901012915,-0.6094421695791696,-0.6139186762021788,-0.5445650262911567,-0.06245019187416912,-0.5207282710294989,-0.2708719822709958,-0.19069029214989863,-0.6937062221897292,-0.10740331471429927,-0.6135052630013372,-0.5820045063900106,-0.4898235922181123,-0.6934159354983167,-0.3581610891885339,-0.6264516899437786,-0.4266405097703492,,-0.5357786260944613,-0.5161334254206092,1.0,0.9708256157688305,0.9671069039990247,0.9705850471080485,0.9736790575522122
goalkeeping_handling,-0.11236387382137808,0.11511323017822239,0.36424719586261334,0.3377022390679585,-0.010221576893774427,0.003453869429902658,-0.03462217217481977,-0.01081570371382093,-0.019939875680485872,0.007928942369896361,-0.21682657530200264,-0.6067927222282723,-0.010564773889955819,-0.0034557092253655946,-0.020310469526178484,-0.045826612575885675,-0.002581168588469139,0.026637037118591167,0.046449340772218774,0.024470609667647563,0.031439326609438954,0.056330283360501034,0.8491823977478834,1.0,0.7650681395021712,0.8337637248466289,0.41939207836762415,0.8792163893096426,-0.6663391596584004,-0.5979023494858938,-0.7420923794211365,-0.7330442532075314,-0.5960022251869509,-0.7624132877454676,-0.6095753335465272,-0.5558567695523885,-0.5872723735362255,-0.795597518362587,-0.6102562780899848,-0.6148875023269796,-0.5449438908334786,-0.062440688258886816,-0.521553816489544,-0.2708026316326548,-0.19031080976869383,-0.6924684368795684,-0.10753430900622306,-0.6127374086358667,-0.580633166279878,-0.48889244426694384,-0.6920379694076825,-0.35490035479059284,-0.6247799417397224,-0.4237043069142115,,-0.5356042037755899,-0.5158909714959723,0.9708256157688305,1.0,0.9669425828020867,0.9698554976564031,0.9708590863011354
goalkeeping_kicking,-0.11068809507537551,0.11543744314474087,0.3615525650950331,0.3340957612049057,-0.012294317980063562,-0.000511640383924137,-0.03985651004750277,-0.01285273720875224,-0.02126317723379084,0.006660428732100332,-0.2118180099849843,-0.6027622252164107,-0.012586977998659293,-0.006978163872425145,-0.023774774877804748,-0.040329415288714206,-0.007798248500258373,0.04388754632759595,0.0424253149145408,0.028407462491524683,0.019070983690627905,0.04353779539920311,0.747026314766333,0.7650681395021716,1.0,0.738518016225494,0.4257958152727832,0.7631276167864962,-0.6653280361875858,-0.5932512923454573,-0.73894495911696,-0.72914174381188,-0.5918024833449734,-0.7588903507378759,-0.6067032770841047,-0.5510768621996215,-0.5837558614202214,-0.7914123102717416,-0.6080345371657816,-0.6128549308593626,-0.5434358646591403,-0.06569097973976405,-0.5182406786148457,-0.2613202273267637,-0.1919478211430492,-0.6904427963171513,-0.10897170360623067,-0.6080566822742851,-0.5803120718187252,-0.48930860511644303,-0.6878176476140841,-0.3515019493571433,-0.6197018747059956,-0.42247466734562533,,-0.5358263192631658,-0.5161420467518446,0.9671069039990247,0.9669425828020867,1.0,0.9662594555874073,0.9673993635802792
goalkeeping_positioning,-0.1224785186996526,0.12736597558033136,0.36445936665583506,0.34070479806372095,-0.013803737910419334,0.012274397367976453,-0.033218876760127164,-0.009644366448373274,-0.018417882728571693,0.010594669393773218,-0.2149605085306756,-0.6040795381208738,-0.00922778083788831,-0.007553545760894823,-0.022587526496523642,-0.038960016748029964,-0.024932669309230954,0.03566067603949931,0.040688913082445446,0.020774234793029433,0.0327958199552752,0.06600393179757139,0.863065339624538,0.8792163893096426,0.7631276167864964,0.8598707867719307,0.4438414780652048,1.0,-0.6648506076357689,-0.5934884486725794,-0.7371593321522284,-0.7288083996124837,-0.5913063218090352,-0.7588177785014587,-0.6075580715620288,-0.5538113323922799,-0.5838844586148481,-0.7911037359324107,-0.6079093525347463,-0.6114861244298477,-0.5416256752047942,-0.054145015214473624,-0.5186406332363404,-0.2657912136993802,-0.18557841011619683,-0.6888498254472846,-0.1006778307346384,-0.6076056046114751,-0.5768786103672685,-0.48614857911038745,-0.6869505473099657,-0.35091813316680864,-0.621026599142159,-0.4165475052135554,,-0.5331236195093,-0.5136062766919365,0.9705850471080485,0.9698554976564031,0.9662594555874073,1.0,0.970721352016112
goalkeeping_reflexes,-0.10921692048358,0.11451092865721667,0.3652825072525219,0.33765473847857647,-0.011449106392111476,0.004052490834984237,-0.034552210493382814,-0.010511630620643553,-0.01940838366061762,0.007121770932979424,-0.21631454988607446,-0.6073987235073901,-0.010114701513349082,-0.0025785509516955477,-0.02027941247002931,-0.040583855207346226,-0.013902735484587864,0.03330080924352178,0.032688974953657655,0.015535085660056331,0.025299775885567626,0.044963269094326255,0.9187711568564192,0.8337637248466289,0.738518016225494,1.0,0.48357599333928103,0.859870786771931,-0.668687395172234,-0.5973984229208023,-0.7428691431581105,-0.734578202702479,-0.5956538384336845,-0.763479097290093,-0.6105165431605887,-0.5560424858885055,-0.5893057872650833,-0.796706371087486,-0.6092663840241139,-0.6136260670388038,-0.5449617022806075,-0.059819654922335895,-0.5204375307852521,-0.2697588887916514,-0.19069039854666664,-0.6942400279998319,-0.10711032422083713,-0.6120937272053614,-0.5823775981760401,-0.4906108076823415,-0.6920454530273783,-0.3574500529367705,-0.625137806630659,-0.4252364330847156,,-0.5369342258030075,-0.517209089450218,0.9736790575522122,0.9708590863011354,0.9673993635802792,0.970721352016112,1.0
